0.0,436.436523,0,0,0
1561.94812,2652.57153,1128,12,1
0.0,120.5051,59,0,0
6116.26855,1221.04248,135,2,0
0.0,1074.32214,449,3,1
0.0,5191.420999999999,214,3,1
2513.72852,5266.28271,1438,15,1
0.0,3953.13818,300,3,1
0.0,55.60173,100,1,0
0.0,242.312027,0,0,0
1960.4137,3029.70386,471,4,1
0.0,72.08246609999999,405,4,0
0.0,10.249994300000001,0,0,0
6376.772,2111.63525,221,2,1
1336.54907,4432.34131,234,2,1
0.0,80.54725,0,0,0
0.0,149.73147600000001,0,0,0
4045.64648,2245.79468,1225,13,1
0.0,2165.21338,79,0,0
4071.8396,2325.51416,820,7,1
0.0,113.790627,0,0,0
370.0981,3109.13159,217,2,0
3512.2859999999996,1484.80249,531,5,1
5340.828,3430.6303700000003,474,4,1
1779.4234600000002,2370.966,507,4,1
1902.0288100000002,815.7804,273,3,0
199.19664,495.7467,94,0,0
0.0,85.18379,34,0,0
0.0,4217.51074,231,2,1
6160.43164,1876.00061,260,1,1
1095.17834,2391.17017,412,4,0
2302.58447,4043.38818,350,3,1
1547.02063,798.410461,223,3,0
4447.459470000001,4125.82275,315,3,1
2113.66772,2472.0515100000002,260,2,1
0.0,114.207054,81,0,0
0.0,1626.71667,0,0,0
0.0,58.6500053,156,1,0
6260.84131,2262.25854,1016,8,1
2199.125,3033.38184,403,4,1
0.0,625.178467,0,0,0
1538.61792,2157.117,569,4,1
0.0,762.784851,97,0,0
6212.058000000001,2214.462,394,4,1
1861.94958,4304.461429999999,330,4,1
1990.9602100000002,2608.31787,406,5,1
941.8564,3321.5437,1149,11,1
0.0,3952.083,0,0,1
0.0,194.19096399999998,0,0,0
0.0,391.2616,262,1,0
695.8016,1723.66858,313,3,0
13833.8916,1358.52966,382,4,1
0.0,1095.71326,0,0,0
0.0,117.00223500000001,81,0,0
5392.483,3826.1853,1249,12,1
0.0,86.32953,0,0,0
0.0,1841.53345,264,1,1
0.0,2247.9292,211,1,0
6345.4375,2174.1174300000002,100,1,1
4316.66748,2894.4109999999996,1226,11,1
0.0,981.9947,166,2,0
4481.59961,1629.08032,264,1,1
4868.032,3099.798,546,7,1
0.0,0.0,0,0,0
5612.61,1943.4819300000001,1088,10,1
0.0,751.5538,104,0,0
1242.482,3016.8017600000003,119,1,1
525.8014,2801.8938,100,1,0
621.6867679999999,675.8886,0,0,0
0.0,1060.057,20,0,0
0.0,50.580444299999996,75,0,0
1946.37427,1988.8905,639,7,1
0.0,53.8441162,140,0,0
0.0,204.36,39,2,0
5676.71729,2075.55273,411,4,1
3141.636,1991.0647,392,2,1
0.0,3709.026,279,3,1
1332.43347,1429.149,762,6,1
3752.06665,1264.18823,0,0,0
2258.77637,2643.62158,276,3,1
0.0,2102.72852,324,3,0
5400.703,1104.84436,142,1,1
6045.396479999999,3656.6882299999997,971,8,1
0.0,318.23114,91,0,0
0.0,4449.05225,225,3,0
1897.7796600000001,3563.5344200000004,306,1,1
619.6085,2521.29053,268,1,1
0.0,681.760864,0,0,0
0.0,0.0,0,0,0
3865.2836899999998,2453.2307100000003,91,0,0
1450.9514199999999,1806.1860000000001,480,4,1
